text,target_label,category_name
"***** FORSALE *****

Intel i486DX-33 CPU

Price: $300

Must sell immediately.

Andie Wei-Ku Lin",6,misc.forsale
"
Every city and suburban police officer I've seen around the Twin Cities in the
last two years has carried a semi-auto of some type (different brands though
I haven't seen any Glock's). 

With regard to this discussion:  We are getting dangerously far from the usual
rantings of t.p.g, and close to the realm of r.g, but I'd like to put my two
cents worth in.  While there's nothing wrong with a revolver (especially a 
large frame S&W in .357 magnum - my favorite) there are valid advantages to
semi-autos.  I suggest reading Massad Ayoob's (I know, some people can't stand
him and think he's full of bull, but I think that in general his material is
very valid and useful) book _The Semi Auto Pistol in Police Work_ (or something 
like that).  He defines a number of ways that semi-auto's are different, and that
""different is good"".  The main advantage is not in increased firepower, but in 
more accurate followup shots when you go to single action mode.  There is also a
certain ""propriatory nature"" of each gun that takes some familiarity to 
learn.  This may have diminished with time as more criminals become familiar
with different models of semi-autos, but it was cited as stopping or at least
slowing down criminals who had grabbed a police officers gun.


Yes, but this is best done with a two hand hold.  With a single hand you either
pull the gun far off target to cock, or must fire double action.  The DA semi
auto has the same advantages plus is always SA after the first shot.



I'm not sure if this is meant to be different from your first point.  In a DA
semi-auto you can pull the trigger again to try dropping the hammer on the same
round - an advantage you don't have in a revolver where the next trigger pull will
always go to the next round (discussing this point now).  This is fine with a dud
but what about a hangfire situation?  Granted it's very rare, but your round will
now go off confined in the cylinder with no place to go.  Slingshotting the slide
on a misfire takes very little time.



Actually with modern revolver designs incorporating hammer blocks this is not
necessary or usually recommended.  A revolver would have to fall hard enough and
at the right angle to actually break the hammer and driver the firing pin into the
round to set it off.


The best speedloader users, especially those using the spring loaded speed
loaders are very fast.  A problem is that ejecting the spent cases is a two
handed job where dropping the expended magazine is one handed.  This means that
while you can be inserting a fresh magazine as soon as the old one clears the
gun, with a speed loader you have to go through more motions that will always 
take more time.  You also don't have the advantage of tactical reloads (replacing
a partial magazine to bring you back to full capacity - the partial magazine can
still be used if needed later).  


Yes, the time to recognize the problem is just as important as the time to clear
it.  Really though, in either a revolver or semi-auto the odds of an actual misfire
with factory ammo are awfully small.  You are more likely to get a jam in a semi-auto
but even these are exceptionally rare with modern quality guns (Sigs, Glocks, et.al.).




All common semi-auto's can be carried with a round in their chamber without any
safety problems.  While I put that out as a statement that I believe, I should
say that this applies to all of the ones I've looked at.  For the DA semi's it's
no different from the revolver situation:  The guns all have hammer or firing
pin blocks.  They also have a safety.  Because there's no real advantage
carrying one of these cocked and locked you have the same safety and speed
of employment as a revolver, plus the advantage of SA followup shots.  I'm
not familiar with SA semi-autos except for the 1911-A1.  I admit that I was
initially skeptical about carrying this cocked and locked, but after examining
the design, trying to defeat the safeties (gun unloaded of course), and 
shooting it a lot, I see no inherent safety problems with it, especially in
a thumbreak holster with the strap under the hammer.  This design also gets
you more speed for an accurate first shot than a revolver.


Yeah, the infamous Glock.  I still can't figure out how it's worse than a revolver
for safety.  If you don't pull the trigger it doesn't go off.  I imagine that if all
your revolver shooting was done double action then you could pull the Glock trigger
far enough to fire before you realized it.  In addition, if you had developed that
nasty habit of keeping your finger on the trigger when holstering your gun and
relying on your thumb on the hammer to remind you to take it off before you blew
off your foot then you'd have problems when the hammer wasn't there.


I think this is even okay for a riot (as long as it's a small one B^)).


I have the poor man's Beretta (Taurus 99) and consider it inferior as a carry
weapon to the Springfield .45 (oops, 9mm vs. 45 arguments are relegated to
r.g).  You are right, though.  If you don't hit what you aim at then the
shooter/gun combination has failed.  I don't ascribe failures in the the
fire real fast with a wonder-nine scenario you mention to the gun.  This is
a shooter failure, whether through lack of discipline or lack of training.



9mm's are becoming more popular with crooks too, though the .38 does still
lead the list.  And like I said, around here semi-auto's seem the rule for the
street cop.  Don't know about the State Patrol however, they may still carry
the ""Highway Patrolman"".


Vincent, please don't take any of this as a flame.  Just my $0.02 (whoops, looks more
like $2.00) worth.  And much of it is IMHO, but do check Ayoob's book.",16,talk.politics.guns
"
This is a good point, but I think ""average"" people do not take up Christianity
so much out of fear or escapism, but, quite simply, as a way to improve their
social life, or to get more involved with American culture, if they are kids of
immigrants for example.  Since it is the overwhelming major religion in the
Western World (in some form or other), it is simply the choice people take if
they are bored and want to do something new with their lives, but not somethong
TOO new, or TOO out of the ordinary.  Seems a little weak, but as long as it
doesn't hurt anybody...
 

These are good quotes, and I agree with both of them, but let's make sure to
alter the scond one so that includes something like ""...let him be, as long as
he is not preventing others from finding their peace."" or something like that. 
(Of course, I suppose, if someone were REALLY ""at peace"", there would be no
need for inflicting evangelism)


Well, it is a sure thing we will have to live with them all our lives.  Their
popularity seems to come and go.  I remember when I first entered High School,
I was an atheist (always had been) and so were about 7 of my friends.  At this
time, 5 of those 7 have converted, always to Christianity (they were all also
immigrants from Taiwan, or sons of immigrants, hence my earlier gross
generalization).  Christianity seems a lot more popular to people now than it
ever has before (since I've been noticing).  Maybe it is just my perceptions
that are chagning.  Who knows?
I for one am perfectly willing to live and let live with them, so long as we
have some set of abstract rights/agreements on how we should treat each other:
I have no desire to be hurt by them or their notions.  For all the well-put
arguments on this usenet, it never does any good.  Argumentation does not
really seem to apply to Christians (or even some atheists)- it must simply be a
step the person takes naturally, almost, ""instinctively""...


best regards,

********************************************************************************
* Adam John Cooper		""Verily, often have I laughed at the weaklings *
*				   who thought themselves good simply because  *
* acooper@macalstr.edu				they had no claws.""	       *
********************************************************************************",0,alt.atheism
"
I am not so sure of Jewish proselytism then, but I would like to relate
an account of a recent dinner I had with Jews a few months ago.

The dinner was instigated by the aunt of the hostess, whom I had met while
visiting my wife in Galveston last October.  The dear old aunt (now 
deceased) was very proud of her Jewish heritage, although not especially
devout.  Her parents were both murdered in Nazi concentration camps in
Austria during WWII because they were Jewish.  While conversing with her
about politics, world affairs and religion, she remarked that it would 
be a good idea for me to visit her niece on my return to Atlanta.

Within two days of returning to Atlanta, her niece called to invite
me over for dinner with her husband.  I went, not knowing really what to
expect, other than stimulating conversation and fellowship.  What I got,
however, was rather unexpected.  The thrust of the evening's discussion
was to condemn the Reagan-Bush policies prohibiting abortion counseling 
in federally funded family planning clinics, prohibiting the sterilization
of minorities on welfare here and in Puerto Rico, on
the ban on fetal tissue research, and against the Mexico City policy,
""which denies U.S. foreign aid to programs overseas that promote abortion.""

The crux of their position was to place the blame for the problems of
""overpopulation,"" rampant domestic crime, African starvation, unwed
mothers, etc., on Christianity, rather on the fall of Adam.  Now, this
is not what I had to come to talk about.  But every time I tried to 
bring up the subject of Judaism, they would condemn Jews for Jesus
and admonish me against converting to Judaism, ""because it involves
too much study and effort.""  And I did not even raise the prospect, nor
try to convert them to the truth of Christ!  There was certainly no
Jewish proselytism going on there.

And again, last November I toured a ""traditional"" Jewish synagogue and was
subjected to a 30-minute harangue against Jesus and Christianity in
general.  I realize that these are two isolated incidents, and that the
best supervisor I ever had at work is Jewish, but from my experience,
the modern Jew is not known for his proselytism.

 
-- 
boundary",15,soc.religion.christian
"
(formerly Maya computer) advertised a DayStar 33 MHz PowerCache WITH
68882 for $295!  Can you believe it?  I know prices would be falling,
but geeze!

Thought you might be interested...

Chuck


-- 
Chuck Williams ==> CS Intern ==> Pacific Northwest Laboratories",4,comp.sys.mac.hardware
"
For those of you who don't need 24 bit, I got a 32 colour Amiga IFF
of a cloudless Earth (scanned). Looks okay when mapped on a sphere.
E-mail me and I'll send it you...

Louis
",1,comp.graphics
"In fact, I'm looking for a possibility to connect different peaces of information
(like in the windows help system). 

And no, I don't want to program such a system by myself. The necessary effort and
afford should be as small as possible.",2,comp.os.ms-windows.misc
"
A long-time reader of t.p.g, I am also a staunch RKBA supporter, yet
I own no firearms.


Amen, brother.

--
Nicholas Sylvain (sylvain@netcom.com) --- I am the NRA

",16,talk.politics.guns
"Nolan Ryan has torn cartlidge inhis right knee.  Is having surgery and
is expected to miss 2-5 weeks.  ",9,rec.sport.baseball
"Dear fellow netters,

From time to time a term like 'Oneness Pentecostals' (or something
similar) has occurred in posts to this group. I also know that there
is a movement called something like 'Jesus alone.' 

I believe in the Trinity and have no plans to change that, but reently
I was made aware that there is at least one person within our church
who holds the view that there is no trinity. In the near future we
will discuss this item, and I feel that I shall ask you, my friends on
this group, for background information.

Can anybody tell me the basic reasons for holding a belief that there
is only Jesus? And vice versa: The foundations for the Trinity?

I shall appreciate both quotes from the Bible and historical
development.

Thank you all.

In Him,

Bjorn",15,soc.religion.christian
"From: Center for Policy Research <cpr>
Subject: From Israeli press: Nazi methods.

/* Written  4:38 pm  Apr 16, 1993 by cpr@igc.apc.org in igc:mideast.forum */
/* ---------- ""From Israeli press: Nazi methods."" ---------- */
FROM THE ISRAELI PRESS

Newspaper: Ha'aretz Date: 14 February1993 Author: Gideon Levi

Subject: NAZI methods in Gaza

Title: In the neighborhood of Hope, among the rubble

(Excerpts)

Mahmoud Jowara'r stared at me long and sadly: ""I worked my entire
life in order to built that house and this is what is left"". Only
TV could transmit the full sadness of his face. ""You say that we
teach our children to hate you, but what do you expect to happen
to a child who sees this ?"" And once again he wraps himself in a
lengthy silence, his face crumbling into weeping. Mahmoud stood in
the field of rubble that was once his home. The term
'dispossession' has an absolute meaning here. Nothing is left of
what he accumulated during his entire life, only the rubble of a
house and shreds of belongings.

Once again Khan Yunis. Once again demolished homes. Last Thursday
there was a search for wanted people here. Once again the IDF
forces employed the new method, fired and bombed and shot missiles
and placed explosives. Already three times during the past weeks I
have gone out to see the destruction and each time I was more
horrifying scenes. This time they hit the largest number of
houses, 17 according to the IDF estimate, ten of them completely
demolished. But not only that:  the method has also become more
brutal. Three weeks ago, in Tufah neighborhood in Gaza, the
residents were still told to remove their valuables from their
homes.  This time the army skipped that part; three weeks ago the
handcuffed men, inhabitants of the demolished homes, were supplied
with some water and one apple during the 12 hours they had to
stand. This time there was only water. Three weeks ago they were
even allowed to go out to the toilet. This time the soldier just
gold them: Piss and shit in your pants. And thus, last Thursday,
some 45 men stood for about 12 hours, their hands bound behind
their backs, their eyes blindfolded, without food, with wet pants
on their legs and a terrible feeling of humiliation in their
hearts, listening to the sounds of the explosions destroying their
homes, one after the other.

(...)",17,talk.politics.mideast
